status_id,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
246675545449582_554282591355541,433,0,0,0,0,0
246675545449582_553945088055958,404,0,0,0,0,0
246675545449582_553892681394532,616,0,0,0,0,0
246675545449582_553858974731236,452,0,0,0,0,0
246675545449582_553274418123025,457,0,0,0,0,0
246675545449582_553274731456327,600,0,0,0,0,0
246675545449582_552490358201431,345,0,0,0,0,0
246675545449582_546672298783237,156,0,0,0,0,0
246675545449582_546671725449961,227,0,0,0,0,0
246675545449582_546551472128653,748,0,0,0,0,0
246675545449582_545774125539721,406,0,0,0,0,0
246675545449582_545650772218723,548,0,0,0,0,0
246675545449582_544986842285116,156,0,0,0,0,0
246675545449582_544515322332268,641,0,0,0,0,0
246675545449582_543394885777645,14,0,0,0,0,0
246675545449582_543155715801562,489,0,0,0,0,0
246675545449582_542413405875793,644,0,0,0,0,0
246675545449582_542061452577655,187,0,0,0,0,0
246675545449582_541444769305990,893,0,0,0,0,0
246675545449582_541413115975822,406,0,0,0,0,0
246675545449582_541393809311086,329,0,0,0,0,0
246675545449582_540824366034697,507,0,0,0,0,0
246675545449582_540515956065538,188,0,0,0,0,0
246675545449582_540347472749053,359,0,0,0,0,0
246675545449582_540400559410411,525,0,0,0,0,0
246675545449582_540318146085319,306,0,0,0,0,0
246675545449582_540308589419608,615,0,0,0,0,0
246675545449582_540297392754061,572,0,0,0,0,0
246675545449582_540033766113757,110,0,0,0,0,0
246675545449582_539926529457814,742,0,0,0,0,0
246675545449582_539463009504166,596,0,0,0,0,0
246675545449582_539435126173621,1230,0,0,0,0,0
246675545449582_538973129553154,758,0,0,0,0,0
246675545449582_538709162912884,322,0,0,0,0,0
246675545449582_538550386262095,924,0,0,0,0,0
246675545449582_429583263825475,537,0,0,0,0,0
246675545449582_537522636364870,433,0,0,0,0,0
246675545449582_536303883153412,442,0,0,0,0,0
246675545449582_535722259878241,544,0,0,0,0,0
246675545449582_535214943262306,699,0,0,0,0,0
246675545449582_535351073248693,1442,0,0,0,0,0
246675545449582_533017520148715,332,0,0,0,0,0
246675545449582_532920483491752,972,0,0,0,0,0
246675545449582_526471304136670,330,0,0,0,0,0
246675545449582_526047490845718,1325,0,0,0,0,0
246675545449582_525160884267712,1923,0,0,0,0,0
246675545449582_523647931085674,1467,0,0,0,0,0
246675545449582_523608927756241,1989,0,0,0,0,0
246675545449582_523530567764077,779,0,0,0,0,0
246675545449582_523509161099551,626,0,0,0,0,0
246675545449582_523247561125711,493,0,0,0,0,0
246675545449582_521823661268101,2520,0,0,0,0,0
246675545449582_520660284717772,273,0,0,0,0,0
246675545449582_520440128073121,2613,0,0,0,0,0
246675545449582_520487991401668,2137,0,0,0,0,0
246675545449582_520115968105537,665,0,0,0,0,0
246675545449582_520055471444920,3919,0,0,0,0,0
246675545449582_519607534823047,4094,0,0,0,0,0
246675545449582_519101231540344,2836,0,0,0,0,0
246675545449582_518645338252600,562,0,0,0,0,0
246675545449582_518625921587875,767,0,0,0,0,0
246675545449582_518231948293939,722,0,0,0,0,0
246675545449582_518120884971712,37,0,0,0,0,0
246675545449582_517844901665977,637,0,0,0,0,0
246675545449582_517820408335093,1347,0,0,0,0,0
246675545449582_517818365001964,922,0,0,0,0,0
246675545449582_517771661673301,108,0,0,0,0,0
246675545449582_517753945008406,685,0,0,0,0,0
246675545449582_517700661680401,450,0,0,0,0,0
246675545449582_517360901714377,353,0,0,0,0,0
246675545449582_517350538382080,458,0,0,0,0,0
246675545449582_517212941729173,2669,0,0,0,0,0
246675545449582_517174011733066,371,0,0,0,0,0
246675545449582_517170005066800,973,0,0,0,0,0
246675545449582_516897441760723,778,0,0,0,0,0
246675545449582_516868458430288,551,0,0,0,0,0
246675545449582_516850131765454,501,0,0,0,0,0
246675545449582_516838851766582,493,0,0,0,0,0
246675545449582_516696885114112,306,0,0,0,0,0
246675545449582_516017401848727,405,0,0,0,0,0
246675545449582_515917991858668,497,0,0,0,0,0
246675545449582_515913518525782,782,0,0,0,0,0
246675545449582_515907811859686,367,0,0,0,0,0
246675545449582_515902548526879,500,0,0,0,0,0
246675545449582_515899105193890,426,0,0,0,0,0
246675545449582_515133515270449,880,0,0,0,0,0
246675545449582_515130688604065,716,0,0,0,0,0
246675545449582_515022071948260,461,0,0,0,0,0
246675545449582_514985835285217,244,0,0,0,0,0
246675545449582_514570818660052,589,0,0,0,0,0
246675545449582_514388198678314,321,0,0,0,0,0
246675545449582_514388052011662,396,0,0,0,0,0
246675545449582_514171958699938,350,0,0,0,0,0
246675545449582_514027978714336,164,0,0,0,0,0
246675545449582_513944378722696,718,0,0,0,0,0
246675545449582_513122022138265,196,0,0,0,0,0
246675545449582_512924972157970,849,0,0,0,0,0
246675545449582_511575388959595,109,0,0,0,0,0
246675545449582_510893949027739,413,0,0,0,0,0
246675545449582_510441665739634,395,0,0,0,0,0
246675545449582_510436272406840,425,0,0,0,0,0
246675545449582_510429085740892,688,0,0,0,0,0
246675545449582_510422482408219,313,0,0,0,0,0
246675545449582_510351922415275,399,0,0,0,0,0
246675545449582_510290132421454,714,0,0,0,0,0
246675545449582_510253295758471,576,0,0,0,0,0
246675545449582_509782435805557,462,0,0,0,0,0
246675545449582_509191135864687,41,0,0,0,0,0
246675545449582_509287189188415,469,0,0,0,0,0
246675545449582_507438079373326,17,0,0,0,0,0
246675545449582_507434789373655,6,0,0,0,0,0
246675545449582_262548747195595,344,0,0,0,0,0
246675545449582_506881819428952,621,0,0,0,0,0
246675545449582_506336116150189,603,0,0,0,0,0
246675545449582_505901636193637,530,0,0,0,0,0
246675545449582_326883450762124,211,0,0,0,0,0
246675545449582_505634369553697,327,0,0,0,0,0
246675545449582_505897679527366,505,0,0,0,0,0
246675545449582_505444629572671,424,0,0,0,0,0
246675545449582_505425349574599,514,0,0,0,0,0
246675545449582_505106179606516,412,0,0,0,0,0
246675545449582_505042679612866,150,0,0,0,0,0
246675545449582_504952289621905,233,0,0,0,0,0
246675545449582_503899943060473,906,0,0,0,0,0
246675545449582_502893459827788,800,0,0,0,0,0
246675545449582_501679386615862,279,0,0,0,0,0
246675545449582_500620956721705,715,0,0,0,0,0
246675545449582_500604630056671,969,0,0,0,0,0
246675545449582_499714960145638,489,0,0,0,0,0
246675545449582_499533993497068,294,0,0,0,0,0
246675545449582_499175843532883,437,0,0,0,0,0
246675545449582_498728186910982,219,0,0,0,0,0
246675545449582_498092446974556,267,0,0,0,0,0
246675545449582_497635093686958,321,0,0,0,0,0
246675545449582_497631290354005,190,0,0,0,0,0
246675545449582_497616617022139,318,0,0,0,0,0
246675545449582_497601300357004,246,0,0,0,0,0
246675545449582_497766767007124,327,0,0,0,0,0
246675545449582_497604463690021,417,0,0,0,0,0
246675545449582_497271490389985,317,0,0,0,0,0
246675545449582_497078920409242,340,0,0,0,0,0
246675545449582_496736287110172,385,0,0,0,0,0
246675545449582_496722337111567,543,0,0,0,0,0
246675545449582_496603247123476,981,0,0,0,0,0
246675545449582_496556370461497,308,0,0,0,0,0
246675545449582_495442470572887,425,0,0,0,0,0
246675545449582_494491187334682,542,0,0,0,0,0
246675545449582_494158824034585,254,0,0,0,0,0
246675545449582_493770897406711,325,0,0,0,0,0
246675545449582_493758750741259,287,0,0,0,0,0
246675545449582_493144214136046,247,0,0,0,0,0
246675545449582_490809521036182,273,0,0,0,0,0
246675545449582_490115617772239,396,0,0,0,0,0
246675545449582_489776857806115,241,0,0,0,0,0
246675545449582_489741697809631,204,0,0,0,0,0
246675545449582_489741087809692,199,0,0,0,0,0
246675545449582_489273294523138,6,0,0,0,0,0
246675545449582_489628234487644,421,0,0,0,0,0
246675545449582_489228597860941,240,0,0,0,0,0
246675545449582_489232364527231,479,0,0,0,0,0
246675545449582_488904294560038,282,0,0,0,0,0
246675545449582_488858931231241,107,0,0,0,0,0
246675545449582_488854307898370,258,0,0,0,0,0
246675545449582_488371677946633,799,0,0,0,0,0
246675545449582_488037321313402,157,0,0,0,0,0
246675545449582_487951771321957,358,0,0,0,0,0
246675545449582_487889951328139,45,0,0,0,0,0
246675545449582_487881011329033,155,0,0,0,0,0
246675545449582_487751731341961,328,0,0,0,0,0
246675545449582_487297321387402,271,0,0,0,0,0
246675545449582_486810401436094,202,0,0,0,0,0
246675545449582_486799831437151,249,0,0,0,0,0
246675545449582_486434424807025,460,0,0,0,0,0
246675545449582_484017401715394,100,0,0,0,0,0
246675545449582_484016841715450,101,0,0,0,0,0
246675545449582_483771921739942,258,0,0,0,0,0
246675545449582_483747651742369,152,0,0,0,0,0
246675545449582_483628545087613,87,0,0,0,0,0
246675545449582_482215198562281,46,0,0,0,0,0
246675545449582_481676301949504,63,0,0,0,0,0
246675545449582_481554365295031,271,0,0,0,0,0
246675545449582_481286088655192,126,0,0,0,0,0
246675545449582_481096075340860,175,0,0,0,0,0
246675545449582_481092572007877,47,0,0,0,0,0
246675545449582_480761058707695,42,0,0,0,0,0
246675545449582_480759822041152,53,0,0,0,0,0
246675545449582_480330365417431,100,0,0,0,0,0
246675545449582_480280238755777,41,0,0,0,0,0
246675545449582_480279698755831,34,0,0,0,0,0
246675545449582_479297162187418,238,0,0,0,0,0
246675545449582_479277102189424,223,0,0,0,0,0
246675545449582_479242322192902,75,0,0,0,0,0
246675545449582_478824605568007,101,0,0,0,0,0
246675545449582_478492635601204,51,0,0,0,0,0
246675545449582_478154878968313,77,0,0,0,0,0
246675545449582_478008325649635,1190,0,0,0,0,0
246675545449582_477989712318163,9,0,0,0,0,0
246675545449582_477645852352549,134,0,0,0,0,0
246675545449582_477590495691418,72,0,0,0,0,0
246675545449582_477479979035803,188,0,0,0,0,0
246675545449582_477047772412357,221,0,0,0,0,0
246675545449582_476669595783508,221,0,0,0,0,0
246675545449582_476542612462873,94,0,0,0,0,0
246675545449582_476490845801383,82,0,0,0,0,0
246675545449582_476118502505284,216,0,0,0,0,0
246675545449582_476044799179321,110,0,0,0,0,0
246675545449582_475622475888220,348,0,0,0,0,0
246675545449582_475608462556288,225,0,0,0,0,0
246675545449582_475559385894529,80,0,0,0,0,0
246675545449582_475120712605063,91,0,0,0,0,0
246675545449582_475120589271742,184,0,0,0,0,0
246675545449582_475096622607472,562,0,0,0,0,0
246675545449582_475046882612446,184,0,0,0,0,0
246675545449582_474605195989948,190,0,0,0,0,0
246675545449582_473702626080205,360,0,0,0,0,0
246675545449582_473215579462243,57,0,0,0,0,0
246675545449582_472275246222943,102,0,0,0,0,0
246675545449582_472108329572968,152,0,0,0,0,0
246675545449582_471541059629695,263,0,0,0,0,0
246675545449582_471374952979639,62,0,0,0,0,0
246675545449582_471256142991520,126,0,0,0,0,0
246675545449582_470648579718943,114,0,0,0,0,0
246675545449582_470336643083470,187,0,0,0,0,0
246675545449582_470305216419946,58,0,0,0,0,0
246675545449582_470304766419991,46,0,0,0,0,0
246675545449582_468712469912554,183,0,0,0,0,0
246675545449582_467770633340071,99,0,0,0,0,0
246675545449582_467770470006754,51,0,0,0,0,0
246675545449582_466571653459969,92,0,0,0,0,0
246675545449582_466571083460026,103,0,0,0,0,0
246675545449582_466502583466876,326,0,0,0,0,0
246675545449582_464387237011744,113,0,0,0,0,0
246675545449582_464234927026975,61,0,0,0,0,0
246675545449582_464230927027375,76,0,0,0,0,0
246675545449582_464230550360746,66,0,0,0,0,0
246675545449582_463942093722925,638,0,0,0,0,0
246675545449582_463762433740891,154,0,0,0,0,0
246675545449582_463760983741036,95,0,0,0,0,0
246675545449582_463758310407970,29,0,0,0,0,0
246675545449582_463755180408283,71,0,0,0,0,0
246675545449582_463321620451639,813,0,0,0,0,0
246675545449582_463308273786307,506,0,0,0,0,0
246675545449582_463262267124241,68,0,0,0,0,0
246675545449582_462914953825639,174,0,0,0,0,0
246675545449582_462855770498224,105,0,0,0,0,0
246675545449582_462854083831726,179,0,0,0,0,0
246675545449582_462436713873463,191,0,0,0,0,0
246675545449582_462299720553829,203,0,0,0,0,0
246675545449582_462287690555032,277,0,0,0,0,0
246675545449582_462272917223176,62,0,0,0,0,0
246675545449582_461979717252496,200,0,0,0,0,0
246675545449582_461655803951554,339,0,0,0,0,0
246675545449582_460792934037841,178,0,0,0,0,0
246675545449582_460744017376066,23,0,0,0,0,0
246675545449582_460783677372100,65,0,0,0,0,0
246675545449582_460369000746901,250,0,0,0,0,0
246675545449582_459306454186489,59,0,0,0,0,0
246675545449582_458090024308132,110,0,0,0,0,0
246675545449582_458079664309168,147,0,0,0,0,0
246675545449582_457990897651378,62,0,0,0,0,0
246675545449582_457594634357671,686,0,0,0,0,0
246675545449582_457488001035001,351,0,0,0,0,0
246675545449582_457435924373542,215,0,0,0,0,0
246675545449582_457144497736018,100,0,0,0,0,0
246675545449582_457143067736161,131,0,0,0,0,0
246675545449582_457041101079691,560,0,0,0,0,0
246675545449582_456468247803643,374,0,0,0,0,0
246675545449582_456406504476484,559,0,0,0,0,0
246675545449582_456161344501000,169,0,0,0,0,0
246675545449582_456091654507969,473,0,0,0,0,0
246675545449582_456091954507939,58,0,0,0,0,0
246675545449582_456091177841350,164,0,0,0,0,0
246675545449582_456061624510972,614,0,0,0,0,0
246675545449582_456029094514225,211,0,0,0,0,0
246675545449582_456028977847570,129,0,0,0,0,0
246675545449582_456028847847583,155,0,0,0,0,0
246675545449582_456028807847587,438,0,0,0,0,0
246675545449582_455957537854714,304,0,0,0,0,0
246675545449582_455946887855779,116,0,0,0,0,0
246675545449582_455640471219754,135,0,0,0,0,0
246675545449582_455396421244159,115,0,0,0,0,0
246675545449582_455013964615738,128,0,0,0,0,0
246675545449582_454681854648949,128,0,0,0,0,0
246675545449582_454082211375580,55,0,0,0,0,0
246675545449582_452889074828227,109,0,0,0,0,0
246675545449582_452512598199208,58,0,0,0,0,0
246675545449582_452487458201722,83,0,0,0,0,0
246675545449582_452487148201753,164,0,0,0,0,0
246675545449582_452414778208990,210,0,0,0,0,0
246675545449582_451909354926199,133,0,0,0,0,0
246675545449582_451633114953823,91,0,0,0,0,0
246675545449582_451492888301179,226,0,0,0,0,0
246675545449582_451486641635137,50,0,0,0,0,0
246675545449582_451427611641040,243,0,0,0,0,0
246675545449582_451359164981218,113,0,0,0,0,0
246675545449582_450982048352263,243,0,0,0,0,0
246675545449582_450981168352351,141,0,0,0,0,0
246675545449582_450959568354511,130,0,0,0,0,0
246675545449582_450453125071822,65,0,0,0,0,0
246675545449582_449875431796258,3,0,0,0,0,0
246675545449582_449377235179411,75,0,0,0,0,0
246675545449582_448915918558876,45,0,0,0,0,0
246675545449582_448587565258378,177,0,0,0,0,0
246675545449582_448454511938350,45,0,0,0,0,0
246675545449582_448374321946369,93,0,0,0,0,0
246675545449582_448351385281996,73,0,0,0,0,0
246675545449582_448322075284927,82,0,0,0,0,0
246675545449582_448565898593878,89,0,0,0,0,0
246675545449582_447941375322997,52,0,0,0,0,0
246675545449582_447937895323345,52,0,0,0,0,0
246675545449582_447768268673641,32,0,0,0,0,0
246675545449582_447762605340874,140,0,0,0,0,0
246675545449582_447735918676876,113,0,0,0,0,0
246675545449582_447407612043040,1201,0,0,0,0,0
246675545449582_447396465377488,1145,0,0,0,0,0
246675545449582_447394992044302,107,0,0,0,0,0
246675545449582_447386408711827,27,0,0,0,0,0
246675545449582_447348978715570,101,0,0,0,0,0
246675545449582_447357005381434,160,0,0,0,0,0
246675545449582_445404932243308,197,0,0,0,0,0
246675545449582_445368245580310,70,0,0,0,0,0
246675545449582_445286115588523,88,0,0,0,0,0
246675545449582_445279565589178,22,0,0,0,0,0
246675545449582_444890925628042,265,0,0,0,0,0
246675545449582_444607575656377,73,0,0,0,0,0
246675545449582_444046869045781,165,0,0,0,0,0
246675545449582_443964925720642,190,0,0,0,0,0
246675545449582_443947925722342,83,0,0,0,0,0
246675545449582_443531929097275,51,0,0,0,0,0
246675545449582_443485719101896,386,0,0,0,0,0
246675545449582_443354282448373,135,0,0,0,0,0
246675545449582_443306959119772,273,0,0,0,0,0
246675545449582_443085649141903,87,0,0,0,0,0
246675545449582_442861975830937,240,0,0,0,0,0
246675545449582_442487739201694,47,0,0,0,0,0
246675545449582_442100929240375,23,0,0,0,0,0
246675545449582_441137882670013,84,0,0,0,0,0
246675545449582_440738716043263,18,0,0,0,0,0
246675545449582_439854762798325,59,0,0,0,0,0
246675545449582_438269296290205,44,0,0,0,0,0
246675545449582_438211562962645,28,0,0,0,0,0
246675545449582_438210746296060,30,0,0,0,0,0
246675545449582_436545526462582,39,0,0,0,0,0
246675545449582_436430926474042,17,0,0,0,0,0
246675545449582_436014826515652,74,0,0,0,0,0
246675545449582_435059343277867,68,0,0,0,0,0
246675545449582_432342976882837,65,0,0,0,0,0
246675545449582_430065613777240,52,0,0,0,0,0
246675545449582_430047163779085,78,0,0,0,0,0
246675545449582_430035993780202,28,0,0,0,0,0
246675545449582_429976337119501,63,0,0,0,0,0
246675545449582_429626700487798,19,0,0,0,0,0
246675545449582_429624393821362,21,0,0,0,0,0
246675545449582_429617423822059,77,0,0,0,0,0
246675545449582_429608957156239,137,0,0,0,0,0
246675545449582_429579167159218,57,0,0,0,0,0
246675545449582_429175427199592,144,0,0,0,0,0
246675545449582_428895300560938,13,0,0,0,0,0
246675545449582_428894927227642,10,0,0,0,0,0
246675545449582_426566737460461,108,0,0,0,0,0
246675545449582_425841060866362,49,0,0,0,0,0
246675545449582_425066200943848,1,0,0,0,0,0
246675545449582_423287564455045,29,0,0,0,0,0
246675545449582_422327141217754,24,0,0,0,0,0
246675545449582_415234865260315,156,0,0,0,0,0
246675545449582_413211065462695,56,0,0,0,0,0
246675545449582_412317378885397,34,0,0,0,0,0
246675545449582_410774235706378,16,0,0,0,0,0
246675545449582_410773599039775,25,0,0,0,0,0
246675545449582_410470912403377,38,0,0,0,0,0
246675545449582_410456689071466,45,0,0,0,0,0
246675545449582_410336712416797,74,0,0,0,0,0
246675545449582_410336362416832,8,0,0,0,0,0
246675545449582_410472295736572,2,0,0,0,0,0
246675545449582_409464505837351,131,0,0,0,0,0
246675545449582_409453689171766,32,0,0,0,0,0
246675545449582_409453189171816,14,0,0,0,0,0
246675545449582_409453072505161,90,0,0,0,0,0
246675545449582_407435112706957,122,0,0,0,0,0
246675545449582_407499576033844,5,0,0,0,0,0
246675545449582_407134436070358,97,0,0,0,0,0
246675545449582_407026666081135,31,0,0,0,0,0
246675545449582_407033382747130,80,0,0,0,0,0
246675545449582_407032769413858,51,0,0,0,0,0
246675545449582_407032466080555,38,0,0,0,0,0
246675545449582_407028419414293,102,0,0,0,0,0
246675545449582_404905112959957,92,0,0,0,0,0
246675545449582_404902849626850,54,0,0,0,0,0
246675545449582_404901416293660,44,0,0,0,0,0
246675545449582_404262369690898,78,0,0,0,0,0
246675545449582_404210066362795,66,0,0,0,0,0
246675545449582_404204383030030,54,0,0,0,0,0
246675545449582_403961159721019,25,0,0,0,0,0
246675545449582_403882876395514,74,0,0,0,0,0
246675545449582_403880559729079,79,0,0,0,0,0
246675545449582_402393386544463,104,0,0,0,0,0
246675545449582_398681160249019,38,0,0,0,0,0
246675545449582_397770530340082,17,0,0,0,0,0
246675545449582_397447920372343,75,0,0,0,0,0
246675545449582_396415773808891,52,0,0,0,0,0
246675545449582_395907003859768,38,0,0,0,0,0
246675545449582_394898617293940,58,0,0,0,0,0
246675545449582_394719633978505,12,0,0,0,0,0
246675545449582_394720200645115,4,0,0,0,0,0
246675545449582_394148307368971,28,0,0,0,0,0
246675545449582_393147757469026,4,0,0,0,0,0
246675545449582_392667654183703,51,0,0,0,0,0
246675545449582_392626754187793,18,0,0,0,0,0
246675545449582_391818580935277,45,0,0,0,0,0
246675545449582_391774040939731,14,0,0,0,0,0
246675545449582_391312510985884,54,0,0,0,0,0
246675545449582_390906144359854,65,0,0,0,0,0
246675545449582_390540577729744,73,0,0,0,0,0
246675545449582_390466321070503,43,0,0,0,0,0
246675545449582_388978664552602,28,0,0,0,0,0
246675545449582_388975094552959,22,0,0,0,0,0
246675545449582_388670317916770,39,0,0,0,0,0
246675545449582_388191881297947,62,0,0,0,0,0
246675545449582_388155421301593,20,0,0,0,0,0
246675545449582_388155081301627,17,0,0,0,0,0
246675545449582_388137751303360,49,0,0,0,0,0
246675545449582_388127111304424,62,0,0,0,0,0
246675545449582_388125094637959,43,0,0,0,0,0
246675545449582_388154504635018,30,0,0,0,0,0
246675545449582_387597528024049,28,0,0,0,0,0
246675545449582_387511218032680,49,0,0,0,0,0
246675545449582_387098628073939,67,0,0,0,0,0
246675545449582_387003011416834,20,0,0,0,0,0
246675545449582_386975451419590,81,0,0,0,0,0
246675545449582_386500831467052,58,0,0,0,0,0
246675545449582_386157028168099,13,0,0,0,0,0
246675545449582_385151191602016,47,0,0,0,0,0
246675545449582_385045451612590,7,0,0,0,0,0
246675545449582_384686051648530,62,0,0,0,0,0
246675545449582_384684284982040,84,0,0,0,0,0
246675545449582_384124925037976,23,0,0,0,0,0
246675545449582_384106061706529,19,0,0,0,0,0
246675545449582_382260755224393,13,0,0,0,0,0
246675545449582_382269478556854,8,0,0,0,0,0
246675545449582_381881188595683,35,0,0,0,0,0
246675545449582_381727081944427,37,0,0,0,0,0
246675545449582_381228048660997,73,0,0,0,0,0
246675545449582_381177715332697,114,0,0,0,0,0
246675545449582_380791765371292,69,0,0,0,0,0
246675545449582_380665438717258,43,0,0,0,0,0
246675545449582_380665078717294,106,0,0,0,0,0
246675545449582_379904062126729,69,0,0,0,0,0
246675545449582_379903668793435,65,0,0,0,0,0
246675545449582_379402805510188,52,0,0,0,0,0
246675545449582_379402265510242,79,0,0,0,0,0
246675545449582_379402118843590,49,0,0,0,0,0
246675545449582_378453188938483,31,0,0,0,0,0
246675545449582_376092745841194,7,0,0,0,0,0
246675545449582_376001592516976,6,0,0,0,0,0
246675545449582_375933195857149,7,0,0,0,0,0
246675545449582_375932819190520,5,0,0,0,0,0
246675545449582_375555932561542,18,0,0,0,0,0
246675545449582_375549359228866,32,0,0,0,0,0
246675545449582_375279295922539,33,0,0,0,0,0
246675545449582_374479192669216,97,0,0,0,0,0
246675545449582_374005726049896,102,0,0,0,0,0
246675545449582_373545036095965,38,0,0,0,0,0
246675545449582_372840622833073,16,0,0,0,0,0
246675545449582_371373966313072,3,0,0,0,0,0
246675545449582_370543616396107,27,0,0,0,0,0
246675545449582_370537743063361,78,0,0,0,0,0
246675545449582_369262543190881,29,0,0,0,0,0
246675545449582_368014229982379,66,0,0,0,0,0
246675545449582_367975403319595,78,0,0,0,0,0
246675545449582_366016333515502,57,0,0,0,0,0
246675545449582_365619913555144,19,0,0,0,0,0
246675545449582_365614623555673,82,0,0,0,0,0
246675545449582_365584533558682,5,0,0,0,0,0
246675545449582_364521093665026,52,0,0,0,0,0
246675545449582_364456233671512,45,0,0,0,0,0
246675545449582_364088013708334,41,0,0,0,0,0
246675545449582_363771257073343,55,0,0,0,0,0
246675545449582_363708990412903,40,0,0,0,0,0
246675545449582_363678543749281,48,0,0,0,0,0
246675545449582_363666063750529,53,0,0,0,0,0
246675545449582_363452363771899,5,0,0,0,0,0
246675545449582_363426420441160,0,0,0,0,0,0
246675545449582_363420353775100,74,0,0,0,0,0
246675545449582_363452223771913,7,0,0,0,0,0
246675545449582_362170417233427,96,0,0,0,0,0
246675545449582_360433917407077,43,0,0,0,0,0
246675545449582_357124181071384,13,0,0,0,0,0
246675545449582_357124844404651,28,0,0,0,0,0
246675545449582_357066397743829,34,0,0,0,0,0
246675545449582_357030441080758,83,0,0,0,0,0
246675545449582_356778084439327,7,0,0,0,0,0
246675545449582_312276362222833,34,0,0,0,0,0
246675545449582_298316176952185,97,0,0,0,0,0
246675545449582_356325277817941,24,0,0,0,0,0
246675545449582_356305991153203,106,0,0,0,0,0
246675545449582_356273044489831,131,0,0,0,0,0
246675545449582_356001314517004,132,0,0,0,0,0
246675545449582_355961084521027,79,0,0,0,0,0
246675545449582_355641404552995,71,0,0,0,0,0
246675545449582_355495964567539,55,0,0,0,0,0
246675545449582_355441314573004,51,0,0,0,0,0
246675545449582_355303811253421,46,0,0,0,0,0
246675545449582_355265731257229,5,0,0,0,0,0
246675545449582_354830764634059,52,0,0,0,0,0
246675545449582_354807811303021,18,0,0,0,0,0
246675545449582_354529081330894,207,0,0,0,0,0
246675545449582_354446298005839,105,0,0,0,0,0
246675545449582_354431874673948,30,0,0,0,0,0
246675545449582_353881771395625,32,0,0,0,0,0
246675545449582_353647368085732,44,0,0,0,0,0
246675545449582_353647271419075,100,0,0,0,0,0
246675545449582_353057534811382,58,0,0,0,0,0
246675545449582_352671068183362,22,0,0,0,0,0
246675545449582_352656454851490,26,0,0,0,0,0
246675545449582_352180214899114,45,0,0,0,0,0
246675545449582_352160994901036,21,0,0,0,0,0
246675545449582_350988715018264,75,0,0,0,0,0
246675545449582_350986911685111,21,0,0,0,0,0
246675545449582_350701935046942,72,0,0,0,0,0
246675545449582_350593365057799,50,0,0,0,0,0
246675545449582_350564155060720,26,0,0,0,0,0
246675545449582_350525821731220,46,0,0,0,0,0
246675545449582_350525658397903,80,0,0,0,0,0
246675545449582_350121128438356,41,0,0,0,0,0
246675545449582_349782088472260,69,0,0,0,0,0
246675545449582_348411165276019,3,0,0,0,0,0
246675545449582_347701718680297,21,0,0,0,0,0
246675545449582_346022885514847,64,0,0,0,0,0
246675545449582_344590015658134,60,0,0,0,0,0
246675545449582_344413109009158,25,0,0,0,0,0
246675545449582_343763949074074,48,0,0,0,0,0
246675545449582_343330172450785,45,0,0,0,0,0
246675545449582_343215999128869,2,0,0,0,0,0
246675545449582_342821229168346,7,0,0,0,0,0
246675545449582_342638689186600,61,0,0,0,0,0
246675545449582_342394742544328,16,0,0,0,0,0
246675545449582_342314939218975,27,0,0,0,0,0
246675545449582_342270612556741,42,0,0,0,0,0
246675545449582_341967849253684,65,0,0,0,0,0
246675545449582_341499822633820,44,0,0,0,0,0
246675545449582_341401999310269,55,0,0,0,0,0
246675545449582_341389432644859,59,0,0,0,0,0
246675545449582_341386535978482,51,0,0,0,0,0
246675545449582_340472796069856,41,0,0,0,0,0
246675545449582_340422599408209,12,0,0,0,0,0
246675545449582_340414542742348,57,0,0,0,0,0
246675545449582_340392936077842,55,0,0,0,0,0
246675545449582_340391262744676,76,0,0,0,0,0
246675545449582_339573586159777,103,0,0,0,0,0
246675545449582_339573129493156,46,0,0,0,0,0
246675545449582_339155322868270,74,0,0,0,0,0
246675545449582_338695832914219,25,0,0,0,0,0
246675545449582_338693899581079,34,0,0,0,0,0
246675545449582_338688032914999,50,0,0,0,0,0
246675545449582_338684702915332,47,0,0,0,0,0
246675545449582_338631739587295,64,0,0,0,0,0
246675545449582_338197442964058,40,0,0,0,0,0
246675545449582_338098859640583,58,0,0,0,0,0
246675545449582_338097119640757,67,0,0,0,0,0
246675545449582_337717546345381,50,0,0,0,0,0
246675545449582_337710279679441,53,0,0,0,0,0
246675545449582_337704143013388,67,0,0,0,0,0
246675545449582_337699459680523,90,0,0,0,0,0
246675545449582_337694506347685,60,0,0,0,0,0
246675545449582_337224989727970,30,0,0,0,0,0
246675545449582_337219779728491,52,0,0,0,0,0
246675545449582_337206946396441,5,0,0,0,0,0
246675545449582_336663423117460,56,0,0,0,0,0
246675545449582_336663019784167,26,0,0,0,0,0
246675545449582_336584753125327,71,0,0,0,0,0
246675545449582_336537203130082,53,0,0,0,0,0
246675545449582_336281293155673,35,0,0,0,0,0
246675545449582_335122479938221,31,0,0,0,0,0
246675545449582_334798143303988,45,0,0,0,0,0
246675545449582_334796289970840,20,0,0,0,0,0
246675545449582_334544416662694,3,0,0,0,0,0
246675545449582_333812036735932,48,0,0,0,0,0
246675545449582_333811806735955,18,0,0,0,0,0
246675545449582_333453873438415,56,0,0,0,0,0
246675545449582_333341150116354,64,0,0,0,0,0
246675545449582_332918960158573,63,0,0,0,0,0
